"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","DateTime"
"24196","2/1/2007","12:39:00",0.422,0.09,241.43,1.8,0,0,0,2007-01-02 12:39:00
"24197","2/1/2007","12:40:00",0.374,0,241.77,1.6,0,0,0,2007-01-02 12:40:00
"24198","2/1/2007","12:41:00",0.374,0,241.64,1.6,0,0,0,2007-01-02 12:41:00
"24199","2/1/2007","12:42:00",0.372,0,242.13,1.6,0,0,0,2007-01-02 12:42:00
"24200","2/1/2007","12:43:00",0.368,0,242.04,1.4,0,0,0,2007-01-02 12:43:00
"24201","2/1/2007","12:44:00",0.368,0,241.95,1.4,0,0,0,2007-01-02 12:44:00
"24202","2/1/2007","12:45:00",0.368,0,242.07,1.4,0,0,0,2007-01-02 12:45:00
"24203","2/1/2007","12:46:00",0.368,0,241.89,1.4,0,0,0,2007-01-02 12:46:00
"24204","2/1/2007","12:47:00",0.37,0,241.63,1.6,0,0,0,2007-01-02 12:47:00
"24205","2/1/2007","12:48:00",0.374,0,241.52,1.6,0,0,0,2007-01-02 12:48:00
"24206","2/1/2007","12:49:00",0.404,0,241.29,1.8,0,0,0,2007-01-02 12:49:00
"24207","2/1/2007","12:50:00",0.45,0.126,242.06,1.8,0,0,0,2007-01-02 12:50:00
"24208","2/1/2007","12:51:00",0.45,0.126,242.1,1.8,0,0,0,2007-01-02 12:51:00
"24209","2/1/2007","12:52:00",0.448,0.122,241.44,1.8,0,0,0,2007-01-02 12:52:00
"24210","2/1/2007","12:53:00",0.448,0.122,241.46,1.8,0,0,0,2007-01-02 12:53:00
"24211","2/1/2007","12:54:00",0.45,0.124,242.01,1.8,0,0,0,2007-01-02 12:54:00
"24212","2/1/2007","12:55:00",0.472,0.14,241.73,2.2,0,0,0,2007-01-02 12:55:00
"24213","2/1/2007","12:56:00",0.52,0.248,241.94,2.4,0,0,0,2007-01-02 12:56:00
"24214","2/1/2007","12:57:00",0.522,0.248,242,2.4,0,1,0,2007-01-02 12:57:00
"24215","2/1/2007","12:58:00",0.472,0.178,241.77,2,0,2,0,2007-01-02 12:58:00
"24216","2/1/2007","12:59:00",0.448,0.142,241.67,2,0,1,0,2007-01-02 12:59:00
"24217","2/1/2007","13:00:00",0.45,0.14,241.35,2,0,2,0,2007-01-02 13:00:00
"24218","2/1/2007","13:01:00",0.45,0.144,241.8,2,0,1,0,2007-01-02 13:01:00
"24219","2/1/2007","13:02:00",0.454,0.144,242.04,2,0,1,0,2007-01-02 13:02:00
"24220","2/1/2007","13:03:00",0.458,0.146,242.02,2,0,2,0,2007-01-02 13:03:00
"24221","2/1/2007","13:04:00",0.458,0.144,241.9,2,0,1,0,2007-01-02 13:04:00
"24222","2/1/2007","13:05:00",0.508,0.192,241.49,2.2,0,1,0,2007-01-02 13:05:00
"24223","2/1/2007","13:06:00",0.566,0.278,241.61,2.6,0,2,0,2007-01-02 13:06:00
"24224","2/1/2007","13:07:00",0.56,0.278,241.68,2.6,0,1,0,2007-01-02 13:07:00
"24225","2/1/2007","13:08:00",0.552,0.278,241.73,2.6,0,2,0,2007-01-02 13:08:00
"24226","2/1/2007","13:09:00",0.552,0.28,241.99,2.4,0,1,0,2007-01-02 13:09:00
"24227","2/1/2007","13:10:00",0.55,0.282,242.2,2.4,0,1,0,2007-01-02 13:10:00
"24228","2/1/2007","13:11:00",0.546,0.28,241.91,2.4,0,2,0,2007-01-02 13:11:00
"24229","2/1/2007","13:12:00",0.542,0.276,241.39,2.4,0,1,0,2007-01-02 13:12:00
"24230","2/1/2007","13:13:00",0.542,0.282,242.2,2.4,0,1,0,2007-01-02 13:13:00
"24231","2/1/2007","13:14:00",0.542,0.284,242.72,2.4,0,1,0,2007-01-02 13:14:00
"24232","2/1/2007","13:15:00",0.542,0.286,242.89,2.4,0,2,0,2007-01-02 13:15:00
"24233","2/1/2007","13:16:00",0.538,0.284,242.58,2.4,0,1,0,2007-01-02 13:16:00
"24234","2/1/2007","13:17:00",0.54,0.282,242.46,2.4,0,1,0,2007-01-02 13:17:00
"24235","2/1/2007","13:18:00",0.544,0.284,242.62,2.4,0,1,0,2007-01-02 13:18:00
"24236","2/1/2007","13:19:00",0.544,0.284,242.72,2.4,0,2,0,2007-01-02 13:19:00
"24237","2/1/2007","13:20:00",0.538,0.286,242.86,2.4,0,1,0,2007-01-02 13:20:00
"24238","2/1/2007","13:21:00",0.47,0.186,243.2,2,0,1,0,2007-01-02 13:21:00
"24239","2/1/2007","13:22:00",0.442,0.148,243.42,1.8,0,1,0,2007-01-02 13:22:00
"24240","2/1/2007","13:23:00",0.374,0,243.64,1.6,0,0,0,2007-01-02 13:23:00
"24241","2/1/2007","13:24:00",0.374,0,243.74,1.6,0,0,0,2007-01-02 13:24:00
"24242","2/1/2007","13:25:00",0.372,0,243.47,1.6,0,0,0,2007-01-02 13:25:00
"24243","2/1/2007","13:26:00",0.374,0,243.81,1.6,0,0,0,2007-01-02 13:26:00
"24244","2/1/2007","13:27:00",0.372,0,243.13,1.6,0,0,0,2007-01-02 13:27:00
"24245","2/1/2007","13:28:00",0.372,0,243.28,1.6,0,0,0,2007-01-02 13:28:00
"24246","2/1/2007","13:29:00",0.372,0,243.1,1.6,0,0,0,2007-01-02 13:29:00
"24247","2/1/2007","13:30:00",0.46,0.124,242.15,2,0,0,0,2007-01-02 13:30:00
"24248","2/1/2007","13:31:00",0.446,0.128,242.52,1.8,0,0,0,2007-01-02 13:31:00
"24249","2/1/2007","13:32:00",0.444,0.124,241.86,1.8,0,0,0,2007-01-02 13:32:00
"24250","2/1/2007","13:33:00",0.446,0.128,242.28,1.8,0,0,0,2007-01-02 13:33:00
"24251","2/1/2007","13:34:00",0.444,0.126,242.23,1.8,0,0,0,2007-01-02 13:34:00
"24252","2/1/2007","13:35:00",0.44,0.122,241.17,1.8,0,0,0,2007-01-02 13:35:00
"24253","2/1/2007","13:36:00",0.436,0.116,240.08,1.8,0,0,0,2007-01-02 13:36:00
"24254","2/1/2007","13:37:00",0.434,0.116,240.19,1.8,0,0,0,2007-01-02 13:37:00
"24255","2/1/2007","13:38:00",0.402,0.07,240.47,1.6,0,0,0,2007-01-02 13:38:00
"24256","2/1/2007","13:39:00",0.37,0,242.33,1.6,0,0,0,2007-01-02 13:39:00
"24257","2/1/2007","13:40:00",0.372,0,242.78,1.6,0,0,0,2007-01-02 13:40:00
"24258","2/1/2007","13:41:00",0.374,0,243.37,1.6,0,0,0,2007-01-02 13:41:00
"24259","2/1/2007","13:42:00",0.372,0,243.25,1.6,0,0,0,2007-01-02 13:42:00
"24260","2/1/2007","13:43:00",0.374,0,243.78,1.6,0,0,0,2007-01-02 13:43:00
"24261","2/1/2007","13:44:00",0.376,0,244.26,1.6,0,0,0,2007-01-02 13:44:00
"24262","2/1/2007","13:45:00",0.37,0,242.45,1.6,0,0,0,2007-01-02 13:45:00
"24263","2/1/2007","13:46:00",0.37,0,242.34,1.6,0,0,0,2007-01-02 13:46:00
"24264","2/1/2007","13:47:00",0.444,0.096,242.06,2,0,0,0,2007-01-02 13:47:00
"24265","2/1/2007","13:48:00",0.478,0.152,241.47,2,0,0,0,2007-01-02 13:48:00
"24266","2/1/2007","13:49:00",0.474,0.152,241.34,2,0,0,0,2007-01-02 13:49:00
"24267","2/1/2007","13:50:00",0.476,0.158,242.42,2,0,0,0,2007-01-02 13:50:00
"24268","2/1/2007","13:51:00",0.474,0.158,242.49,2,0,0,0,2007-01-02 13:51:00
"24269","2/1/2007","13:52:00",0.476,0.166,243.79,2,0,0,0,2007-01-02 13:52:00
"24270","2/1/2007","13:53:00",0.476,0.168,244.18,2,0,0,0,2007-01-02 13:53:00
"24271","2/1/2007","13:54:00",0.472,0.164,243.49,2,0,0,0,2007-01-02 13:54:00
"24272","2/1/2007","13:55:00",0.472,0.164,243.55,2,0,0,0,2007-01-02 13:55:00
"24273","2/1/2007","13:56:00",0.468,0.158,242.54,2,0,0,0,2007-01-02 13:56:00
"24274","2/1/2007","13:57:00",0.468,0.16,242.83,2,0,0,0,2007-01-02 13:57:00
"24275","2/1/2007","13:58:00",0.466,0.16,242.71,2,0,0,0,2007-01-02 13:58:00
"24276","2/1/2007","13:59:00",0.468,0.162,242.86,2,0,0,0,2007-01-02 13:59:00
"24277","2/1/2007","14:00:00",0.466,0.16,242.6,2,0,0,0,2007-01-02 14:00:00
"24278","2/1/2007","14:01:00",0.472,0.17,244.37,2,0,0,0,2007-01-02 14:01:00
"24279","2/1/2007","14:02:00",0.478,0.178,245.46,2,0,0,0,2007-01-02 14:02:00
"24280","2/1/2007","14:03:00",0.39,0,245.89,1.6,0,0,0,2007-01-02 14:03:00
"24281","2/1/2007","14:04:00",0.388,0,245.83,1.6,0,0,0,2007-01-02 14:04:00
"24282","2/1/2007","14:05:00",0.382,0,244.15,1.6,0,0,0,2007-01-02 14:05:00
"24283","2/1/2007","14:06:00",0.372,0,242.81,1.6,0,0,0,2007-01-02 14:06:00
"24284","2/1/2007","14:07:00",0.374,0,243.43,1.6,0,0,0,2007-01-02 14:07:00
"24285","2/1/2007","14:08:00",0.372,0,243.08,1.6,0,0,0,2007-01-02 14:08:00
"24286","2/1/2007","14:09:00",0.376,0,243.78,1.6,0,0,0,2007-01-02 14:09:00
"24287","2/1/2007","14:10:00",0.47,0.14,244.49,2,0,0,0,2007-01-02 14:10:00
"24288","2/1/2007","14:11:00",0.454,0.144,245.21,2,0,0,0,2007-01-02 14:11:00
"24289","2/1/2007","14:12:00",0.458,0.146,245.78,2,0,0,0,2007-01-02 14:12:00
"24290","2/1/2007","14:13:00",0.458,0.148,246.04,2,0,0,0,2007-01-02 14:13:00
"24291","2/1/2007","14:14:00",0.458,0.15,246.31,2,0,0,0,2007-01-02 14:14:00
"24292","2/1/2007","14:15:00",0.458,0.152,246.6,2,0,0,0,2007-01-02 14:15:00
"24293","2/1/2007","14:16:00",0.456,0.15,246.18,2,0,0,0,2007-01-02 14:16:00
"24294","2/1/2007","14:17:00",0.456,0.148,245.94,2,0,0,0,2007-01-02 14:17:00
"24295","2/1/2007","14:18:00",0.418,0.084,245.91,1.8,0,0,0,2007-01-02 14:18:00
"24296","2/1/2007","14:19:00",0.39,0,246.59,1.6,0,0,0,2007-01-02 14:19:00
"24297","2/1/2007","14:20:00",0.392,0,246.92,1.6,0,0,0,2007-01-02 14:20:00
"24298","2/1/2007","14:21:00",0.394,0.048,247.57,1.6,0,0,0,2007-01-02 14:21:00
"24299","2/1/2007","14:22:00",0.394,0.048,247.75,1.6,0,0,0,2007-01-02 14:22:00
"24300","2/1/2007","14:23:00",0.394,0.048,247.89,1.6,0,0,0,2007-01-02 14:23:00
"24301","2/1/2007","14:24:00",0.4,0.056,249.56,1.6,0,0,0,2007-01-02 14:24:00
"24302","2/1/2007","14:25:00",0.398,0.058,250.02,1.6,0,0,0,2007-01-02 14:25:00
"24303","2/1/2007","14:26:00",0.39,0.054,249.16,1.6,0,0,0,2007-01-02 14:26:00
"24304","2/1/2007","14:27:00",0.39,0.052,248.88,1.6,0,0,0,2007-01-02 14:27:00
"24305","2/1/2007","14:28:00",0.388,0.05,248.27,1.6,0,0,0,2007-01-02 14:28:00
"24306","2/1/2007","14:29:00",0.458,0.124,248.14,2,0,0,0,2007-01-02 14:29:00
"24307","2/1/2007","14:30:00",0.502,0.196,248.38,2.2,0,0,0,2007-01-02 14:30:00
"24308","2/1/2007","14:31:00",0.494,0.19,247.62,2.2,0,0,0,2007-01-02 14:31:00
"24309","2/1/2007","14:32:00",0.494,0.188,247.19,2.2,0,0,0,2007-01-02 14:32:00
"24310","2/1/2007","14:33:00",0.5,0.192,247.89,2.2,0,0,0,2007-01-02 14:33:00
"24311","2/1/2007","14:34:00",0.498,0.192,247.86,2.2,0,0,0,2007-01-02 14:34:00
"24312","2/1/2007","14:35:00",0.494,0.19,247.43,2.2,0,0,0,2007-01-02 14:35:00
"24313","2/1/2007","14:36:00",0.492,0.186,246.87,2,0,0,0,2007-01-02 14:36:00
"24314","2/1/2007","14:37:00",0.486,0.18,245.98,2,0,0,0,2007-01-02 14:37:00
"24315","2/1/2007","14:38:00",0.488,0.184,246.74,2,0,0,0,2007-01-02 14:38:00
"24316","2/1/2007","14:39:00",0.486,0.184,246.5,2,0,0,0,2007-01-02 14:39:00
"24317","2/1/2007","14:40:00",0.484,0.182,246.31,2,0,0,0,2007-01-02 14:40:00
"24318","2/1/2007","14:41:00",0.482,0.178,245.71,2,0,0,0,2007-01-02 14:41:00
"24319","2/1/2007","14:42:00",0.476,0.178,245.7,2,0,0,0,2007-01-02 14:42:00
"24320","2/1/2007","14:43:00",0.476,0.182,246.3,2,0,0,0,2007-01-02 14:43:00
"24321","2/1/2007","14:44:00",0.476,0.184,246.43,2,0,0,0,2007-01-02 14:44:00
"24322","2/1/2007","14:45:00",0.384,0,246.98,1.6,0,0,0,2007-01-02 14:45:00
"24323","2/1/2007","14:46:00",0.382,0,246.66,1.6,0,0,0,2007-01-02 14:46:00
"24324","2/1/2007","14:47:00",0.384,0,246.03,1.6,0,0,0,2007-01-02 14:47:00
"24325","2/1/2007","14:48:00",0.388,0,245.87,1.6,0,0,0,2007-01-02 14:48:00
"24326","2/1/2007","14:49:00",0.386,0,245.61,1.6,0,0,0,2007-01-02 14:49:00
"24327","2/1/2007","14:50:00",0.472,0.134,245.71,2,0,0,0,2007-01-02 14:50:00
"24328","2/1/2007","14:51:00",0.466,0.15,246.27,2,0,0,0,2007-01-02 14:51:00
"24329","2/1/2007","14:52:00",0.468,0.152,246.69,2,0,0,0,2007-01-02 14:52:00
"24330","2/1/2007","14:53:00",0.466,0.15,246.49,2,0,0,0,2007-01-02 14:53:00
"24331","2/1/2007","14:54:00",0.464,0.148,246.35,2,0,0,0,2007-01-02 14:54:00
"24332","2/1/2007","14:55:00",0.466,0.154,247.15,2,0,0,0,2007-01-02 14:55:00
"24333","2/1/2007","14:56:00",0.462,0.154,247.25,2,0,0,0,2007-01-02 14:56:00
"24334","2/1/2007","14:57:00",0.456,0.152,246.94,2,0,0,0,2007-01-02 14:57:00
"24335","2/1/2007","14:58:00",0.412,0.086,246.49,1.6,0,0,0,2007-01-02 14:58:00
"24336","2/1/2007","14:59:00",0.378,0,245.01,1.6,0,0,0,2007-01-02 14:59:00
"24337","2/1/2007","15:00:00",0.37,0,242.73,1.6,0,0,0,2007-01-02 15:00:00
"24338","2/1/2007","15:01:00",0.372,0,243.39,1.6,0,0,0,2007-01-02 15:01:00
"24339","2/1/2007","15:02:00",0.378,0,244.12,1.6,0,0,0,2007-01-02 15:02:00
"24340","2/1/2007","15:03:00",0.442,0,243.48,2,0,0,0,2007-01-02 15:03:00
"24341","2/1/2007","15:04:00",1.514,0,242.66,6.2,0,0,17,2007-01-02 15:04:00
"24342","2/1/2007","15:05:00",1.512,0,243.8,6.2,0,0,19,2007-01-02 15:05:00
"24343","2/1/2007","15:06:00",1.5,0,243.94,6,0,0,19,2007-01-02 15:06:00
"24344","2/1/2007","15:07:00",1.486,0,243.57,6,0,0,18,2007-01-02 15:07:00
"24345","2/1/2007","15:08:00",1.488,0,244.02,6,0,0,18,2007-01-02 15:08:00
"24346","2/1/2007","15:09:00",1.482,0,243.94,6,0,0,19,2007-01-02 15:09:00
"24347","2/1/2007","15:10:00",1.476,0,244.04,6,0,0,18,2007-01-02 15:10:00
"24348","2/1/2007","15:11:00",1.586,0.14,244.49,6.4,0,0,18,2007-01-02 15:11:00
"24349","2/1/2007","15:12:00",1.59,0.162,244.64,6.4,0,0,19,2007-01-02 15:12:00
"24350","2/1/2007","15:13:00",1.59,0.164,245.01,6.4,0,0,18,2007-01-02 15:13:00
"24351","2/1/2007","15:14:00",1.582,0.16,244.49,6.4,0,0,18,2007-01-02 15:14:00
"24352","2/1/2007","15:15:00",1.556,0.15,242.48,6.4,0,0,19,2007-01-02 15:15:00
"24353","2/1/2007","15:16:00",1.56,0.152,242.96,6.4,0,0,18,2007-01-02 15:16:00
"24354","2/1/2007","15:17:00",1.562,0.152,242.94,6.4,0,0,18,2007-01-02 15:17:00
"24355","2/1/2007","15:18:00",1.564,0.152,242.9,6.4,0,0,18,2007-01-02 15:18:00
"24356","2/1/2007","15:19:00",1.55,0.148,241.95,6.4,0,0,18,2007-01-02 15:19:00
"24357","2/1/2007","15:20:00",1.554,0.15,242.33,6.4,0,0,18,2007-01-02 15:20:00
"24358","2/1/2007","15:21:00",1.556,0.15,242.49,6.4,0,0,18,2007-01-02 15:21:00
"24359","2/1/2007","15:22:00",1.546,0.148,242.38,6.4,0,0,18,2007-01-02 15:22:00
"24360","2/1/2007","15:23:00",1.538,0.146,241.76,6.4,0,0,18,2007-01-02 15:23:00
"24361","2/1/2007","15:24:00",1.57,0.172,241.52,6.6,0,0,17,2007-01-02 15:24:00
"24362","2/1/2007","15:25:00",1.628,0.274,242.51,6.8,0,1,18,2007-01-02 15:25:00
"24363","2/1/2007","15:26:00",1.604,0.242,242.22,6.6,0,1,18,2007-01-02 15:26:00
"24364","2/1/2007","15:27:00",1.526,0.134,241.74,6.2,0,2,18,2007-01-02 15:27:00
"24365","2/1/2007","15:28:00",1.528,0.134,241.86,6.2,0,1,18,2007-01-02 15:28:00
"24366","2/1/2007","15:29:00",1.568,0.162,242.06,6.4,0,1,18,2007-01-02 15:29:00
"24367","2/1/2007","15:30:00",1.598,0.236,241.19,6.6,0,2,18,2007-01-02 15:30:00
"24368","2/1/2007","15:31:00",1.6,0.236,241.42,6.6,0,1,18,2007-01-02 15:31:00
"24369","2/1/2007","15:32:00",1.606,0.238,241.72,6.6,0,2,18,2007-01-02 15:32:00
"24370","2/1/2007","15:33:00",1.604,0.236,241.15,6.6,0,1,17,2007-01-02 15:33:00
"24371","2/1/2007","15:34:00",1.602,0.238,241.58,6.6,0,1,18,2007-01-02 15:34:00
"24372","2/1/2007","15:35:00",1.598,0.238,241.62,6.6,0,2,18,2007-01-02 15:35:00
"24373","2/1/2007","15:36:00",1.598,0.238,241.69,6.6,0,1,18,2007-01-02 15:36:00
"24374","2/1/2007","15:37:00",1.598,0.24,241.91,6.6,0,1,18,2007-01-02 15:37:00
"24375","2/1/2007","15:38:00",1.554,0.162,242.87,6.4,0,2,18,2007-01-02 15:38:00
"24376","2/1/2007","15:39:00",1.546,0.142,243.63,6.2,0,1,18,2007-01-02 15:39:00
"24377","2/1/2007","15:40:00",1.542,0.142,243.32,6.2,0,1,18,2007-01-02 15:40:00
"24378","2/1/2007","15:41:00",1.532,0.138,242.55,6.2,0,2,18,2007-01-02 15:41:00
"24379","2/1/2007","15:42:00",1.52,0.132,241.76,6.2,0,1,18,2007-01-02 15:42:00
"24380","2/1/2007","15:43:00",1.524,0.134,242.11,6.2,0,1,18,2007-01-02 15:43:00
"24381","2/1/2007","15:44:00",1.754,0.212,241.84,7.2,0,1,18,2007-01-02 15:44:00
"24382","2/1/2007","15:45:00",1.652,0.142,243.75,6.8,0,2,18,2007-01-02 15:45:00
"24383","2/1/2007","15:46:00",1.806,0.136,243.21,7.4,0,1,18,2007-01-02 15:46:00
"24384","2/1/2007","15:47:00",1.834,0.134,242.73,7.4,0,1,18,2007-01-02 15:47:00
"24385","2/1/2007","15:48:00",1.828,0.13,242.28,7.4,0,1,18,2007-01-02 15:48:00
"24386","2/1/2007","15:49:00",1.83,0.134,242.58,7.4,0,2,18,2007-01-02 15:49:00
"24387","2/1/2007","15:50:00",1.81,0.138,243.42,7.4,0,1,19,2007-01-02 15:50:00
"24388","2/1/2007","15:51:00",1.578,0.144,243.83,6.4,0,1,18,2007-01-02 15:51:00
"24389","2/1/2007","15:52:00",1.502,0.152,243.07,6.2,0,1,18,2007-01-02 15:52:00
"24390","2/1/2007","15:53:00",1.582,0.28,243.19,6.6,0,2,18,2007-01-02 15:53:00
"24391","2/1/2007","15:54:00",1.494,0.168,243.18,6.2,0,0,18,2007-01-02 15:54:00
"24392","2/1/2007","15:55:00",1.486,0.154,243.3,6,0,0,18,2007-01-02 15:55:00
"24393","2/1/2007","15:56:00",1.138,0.164,244.47,5,0,0,14,2007-01-02 15:56:00
"24394","2/1/2007","15:57:00",0.398,0.174,244.93,1.8,0,0,0,2007-01-02 15:57:00
"24395","2/1/2007","15:58:00",0.398,0.178,245.45,1.8,0,0,0,2007-01-02 15:58:00
"24396","2/1/2007","15:59:00",0.396,0.178,245.27,1.8,0,0,0,2007-01-02 15:59:00
"24397","2/1/2007","16:00:00",0.392,0.172,244.6,1.8,0,0,0,2007-01-02 16:00:00
"24398","2/1/2007","16:01:00",0.394,0.178,245.24,1.8,0,0,0,2007-01-02 16:01:00
"24399","2/1/2007","16:02:00",0.394,0.174,244.84,1.8,0,0,0,2007-01-02 16:02:00
"24400","2/1/2007","16:03:00",0.398,0.174,244.57,1.8,0,0,0,2007-01-02 16:03:00
"24401","2/1/2007","16:04:00",0.396,0.172,244.15,1.8,0,0,0,2007-01-02 16:04:00
"24402","2/1/2007","16:05:00",0.396,0.174,244.7,1.8,0,0,0,2007-01-02 16:05:00
"24403","2/1/2007","16:06:00",0.396,0.174,244.61,1.8,0,0,0,2007-01-02 16:06:00
"24404","2/1/2007","16:07:00",0.864,0.168,244.47,4.2,0,0,5,2007-01-02 16:07:00
"24405","2/1/2007","16:08:00",1.47,0.092,243.84,6,0,0,19,2007-01-02 16:08:00
"24406","2/1/2007","16:09:00",1.452,0.068,243.48,6,0,0,19,2007-01-02 16:09:00
"24407","2/1/2007","16:10:00",1.476,0.126,243.92,6,0,0,18,2007-01-02 16:10:00
"24408","2/1/2007","16:11:00",1.474,0.128,244.16,6,0,0,18,2007-01-02 16:11:00
"24409","2/1/2007","16:12:00",1.47,0.128,243.99,6,0,0,19,2007-01-02 16:12:00
"24410","2/1/2007","16:13:00",1.466,0.126,243.86,6,0,0,18,2007-01-02 16:13:00
"24411","2/1/2007","16:14:00",1.466,0.126,243.93,6,0,0,18,2007-01-02 16:14:00
"24412","2/1/2007","16:15:00",1.462,0.126,243.86,6,0,0,18,2007-01-02 16:15:00
"24413","2/1/2007","16:16:00",1.462,0.128,243.95,6,0,0,19,2007-01-02 16:16:00
"24414","2/1/2007","16:17:00",1.468,0.122,245.11,6,0,0,18,2007-01-02 16:17:00
"24415","2/1/2007","16:18:00",1.398,0,244.01,5.6,0,0,18,2007-01-02 16:18:00
"24416","2/1/2007","16:19:00",1.402,0,244.47,5.6,0,0,19,2007-01-02 16:19:00
"24417","2/1/2007","16:20:00",1.4,0,244.29,5.6,0,0,18,2007-01-02 16:20:00
"24418","2/1/2007","16:21:00",1.404,0,244.68,5.6,0,0,18,2007-01-02 16:21:00
"24419","2/1/2007","16:22:00",1.398,0,244.19,5.6,0,0,18,2007-01-02 16:22:00
"24420","2/1/2007","16:23:00",1.386,0,243.04,5.6,0,0,18,2007-01-02 16:23:00
"24421","2/1/2007","16:24:00",1.394,0,243.77,5.6,0,0,19,2007-01-02 16:24:00
"24422","2/1/2007","16:25:00",1.396,0,244.06,5.6,0,0,18,2007-01-02 16:25:00
"24423","2/1/2007","16:26:00",1.402,0,244.47,5.6,0,0,18,2007-01-02 16:26:00
"24424","2/1/2007","16:27:00",1.396,0,244.02,5.6,0,0,18,2007-01-02 16:27:00
"24425","2/1/2007","16:28:00",1.4,0,244.34,5.6,0,0,19,2007-01-02 16:28:00
"24426","2/1/2007","16:29:00",1.39,0,243.48,5.6,0,0,18,2007-01-02 16:29:00
"24427","2/1/2007","16:30:00",1.39,0,243.55,5.6,0,0,18,2007-01-02 16:30:00
"24428","2/1/2007","16:31:00",1.388,0,243.38,5.6,0,0,18,2007-01-02 16:31:00
"24429","2/1/2007","16:32:00",1.39,0,243.49,5.6,0,0,18,2007-01-02 16:32:00
"24430","2/1/2007","16:33:00",1.43,0,243.14,5.8,0,0,18,2007-01-02 16:33:00
"24431","2/1/2007","16:34:00",1.42,0.048,242.85,5.8,0,0,18,2007-01-02 16:34:00
"24432","2/1/2007","16:35:00",1.486,0.15,242.37,6,0,0,18,2007-01-02 16:35:00
"24433","2/1/2007","16:36:00",1.492,0.154,243.13,6,0,0,19,2007-01-02 16:36:00
"24434","2/1/2007","16:37:00",1.482,0.15,242.48,6,0,0,18,2007-01-02 16:37:00
"24435","2/1/2007","16:38:00",1.476,0.15,242.13,6,0,0,17,2007-01-02 16:38:00
"24436","2/1/2007","16:39:00",1.476,0.15,242.21,6,0,0,18,2007-01-02 16:39:00
"24437","2/1/2007","16:40:00",1.468,0.146,241.7,6,0,0,18,2007-01-02 16:40:00
"24438","2/1/2007","16:41:00",1.464,0.146,241.49,6,0,0,18,2007-01-02 16:41:00
"24439","2/1/2007","16:42:00",1.478,0.148,242.09,6,0,0,18,2007-01-02 16:42:00
"24440","2/1/2007","16:43:00",1.796,0.142,241.52,7.4,0,0,18,2007-01-02 16:43:00
"24441","2/1/2007","16:44:00",1.792,0.142,241.28,7.4,0,0,18,2007-01-02 16:44:00
"24442","2/1/2007","16:45:00",1.786,0.14,241.17,7.4,0,0,18,2007-01-02 16:45:00
"24443","2/1/2007","16:46:00",1.772,0.136,240.43,7.4,0,0,17,2007-01-02 16:46:00
"24444","2/1/2007","16:47:00",1.776,0.138,240.68,7.4,0,0,18,2007-01-02 16:47:00
"24445","2/1/2007","16:48:00",1.782,0.14,241.13,7.4,0,0,18,2007-01-02 16:48:00
"24446","2/1/2007","16:49:00",1.808,0.236,241.43,7.6,0,0,18,2007-01-02 16:49:00
"24447","2/1/2007","16:50:00",1.72,0.148,242.27,7,0,0,18,2007-01-02 16:50:00
"24448","2/1/2007","16:51:00",1.712,0.12,242.92,7,0,0,18,2007-01-02 16:51:00
"24449","2/1/2007","16:52:00",1.712,0.12,243.03,7,0,0,18,2007-01-02 16:52:00
"24450","2/1/2007","16:53:00",1.756,0.128,242.93,7.2,0,0,18,2007-01-02 16:53:00
"24451","2/1/2007","16:54:00",2.16,0.186,241.44,9,0,0,18,2007-01-02 16:54:00
"24452","2/1/2007","16:55:00",2.154,0.184,241.12,8.8,0,0,18,2007-01-02 16:55:00
"24453","2/1/2007","16:56:00",2.26,0.182,241.21,9.4,0,0,17,2007-01-02 16:56:00
"24454","2/1/2007","16:57:00",2.43,0.138,241.09,10,0,0,18,2007-01-02 16:57:00
"24455","2/1/2007","16:58:00",2.546,0.07,240.59,10.6,0,0,18,2007-01-02 16:58:00
"24456","2/1/2007","16:59:00",2.68,0.072,241.37,11,0,0,18,2007-01-02 16:59:00
"24457","2/1/2007","17:00:00",2.678,0.072,241.36,11,0,0,18,2007-01-02 17:00:00
"24458","2/1/2007","17:01:00",2.664,0.068,240.61,11,0,0,17,2007-01-02 17:01:00
"24459","2/1/2007","17:02:00",2.656,0.068,240.24,11,0,0,18,2007-01-02 17:02:00
"24460","2/1/2007","17:03:00",2.642,0.064,239.53,11,0,0,18,2007-01-02 17:03:00
"24461","2/1/2007","17:04:00",2.644,0.066,239.55,11,0,0,17,2007-01-02 17:04:00
"24462","2/1/2007","17:05:00",2.63,0.062,238.68,11,0,0,18,2007-01-02 17:05:00
"24463","2/1/2007","17:06:00",2.63,0.062,238.53,11,0,0,17,2007-01-02 17:06:00
"24464","2/1/2007","17:07:00",2.61,0.06,237.5,11,0,0,17,2007-01-02 17:07:00
"24465","2/1/2007","17:08:00",2.616,0.06,237.86,11,0,0,18,2007-01-02 17:08:00
"24466","2/1/2007","17:09:00",2.63,0.062,238.52,11,0,0,17,2007-01-02 17:09:00
"24467","2/1/2007","17:10:00",2.62,0.062,238.09,11,0,0,17,2007-01-02 17:10:00
"24468","2/1/2007","17:11:00",2.214,0.064,238.33,9.4,0,0,12,2007-01-02 17:11:00
"24469","2/1/2007","17:12:00",1.582,0.07,239.1,6.6,0,0,0,2007-01-02 17:12:00
